timestamp,ax,ay,az,gx,gy,gz,alt,temp
1765524079000,-0.40,-0.65,0.58,0.87,-0.19,-0.59,36.40,30.50
1765524079000,0.61,-0.85,0.65,0.13,-0.97,0.92,24.20,31.90
1765524079000,-0.82,0.67,-0.85,0.49,-0.05,0.52,71.90,29.10
1765524079000,-0.57,0.08,0.64,-0.80,-0.12,0.41,13.70,29.80
1765524079000,0.29,-0.53,-0.13,-0.90,-0.12,-0.49,91.70,29.90
1765524079000,-0.34,-0.65,0.15,-0.31,-0.73,0.09,69.00,34.80
1765524079000,-0.24,-0.43,0.47,0.24,0.62,-0.82,16.50,25.50
1765524079000,-0.21,0.30,0.77,0.67,-0.77,0.14,86.70,25.40
1765524079000,0.14,0.06,-0.34,-0.98,0.57,0.84,60.40,27.30
1765524079000,0.71,0.19,-0.56,0.50,0.80,0.34,34.80,30.60
1765524079000,0.44,-0.52,0.80,0.06,-0.34,-0.02,11.10,29.50
1765524079000,0.80,-0.11,-0.36,0.55,0.55,-0.17,66.00,31.90
1765524079000,0.89,0.26,-0.28,-0.02,-0.38,-0.72,67.30,28.30
1765524079000,-0.01,0.17,0.84,-0.21,-0.96,-0.16,48.70,29.80
1765524079000,0.32,-0.80,-0.94,0.51,0.18,0.17,29.60,30.00
1765524079000,0.58,0.13,-0.95,0.14,0.48,-0.35,33.50,34.00
1765524079000,0.44,0.59,0.88,-0.94,0.87,-0.38,44.00,33.60
1765524080000,0.31,0.76,0.17,-0.13,-0.40,-0.95,98.70,34.30
1765524080000,-0.75,0.93,0.44,-0.05,0.11,0.92,9.70,27.10
1765524080000,-0.43,0.02,0.35,-0.94,0.20,-0.77,29.60,31.40
1765524080000,0.82,-0.64,-0.78,0.22,-0.50,-0.38,40.80,33.20
1765524080000,-0.62,-0.22,-0.79,-0.49,-0.17,-0.91,64.40,31.00
1765524080000,-0.98,0.40,0.07,-0.35,-0.16,-0.96,28.70,29.20
1765524080000,-0.42,0.74,0.00,0.30,0.49,0.48,94.60,28.20
1765524080000,0.84,0.69,-0.94,-0.65,0.83,0.66,96.90,32.40
1765524080000,-0.56,0.90,-0.75,0.27,0.51,-0.79,53.90,25.60
1765524080000,0.61,-0.54,0.71,-0.55,-0.98,-0.90,33.90,26.30
1765524080000,0.37,-0.61,0.43,-0.14,0.87,-0.58,57.00,32.20
1765524080000,-0.89,0.76,0.59,0.94,0.43,-0.20,76.80,33.70
1765524080000,-0.30,0.45,-0.33,-0.78,0.66,0.58,52.80,27.70
1765524080000,-0.95,-0.49,0.25,0.59,-0.86,-0.36,72.40,25.30
1765524080000,-0.44,-0.80,0.89,-0.57,-0.38,0.12,76.70,27.50
1765524080000,-0.60,0.26,0.71,0.35,-0.94,-0.08,92.30,27.90
1765524080000,-0.63,0.42,-0.97,-0.96,0.00,-0.17,48.30,30.70
1765524080000,-0.14,0.60,0.69,0.00,0.77,-0.07,60.30,28.30
1765524080000,0.13,0.45,-0.24,0.27,-0.43,-0.56,75.20,29.90
1765524080000,0.22,-0.24,0.85,-0.19,0.68,-0.40,66.20,25.50
1765524081000,-0.98,-0.35,0.61,-0.46,0.00,0.97,26.40,33.60
1765524081000,0.57,-0.67,-0.61,0.34,-0.22,-0.58,56.70,29.40
1765524081000,0.39,0.96,-0.29,0.48,-0.60,0.76,79.80,26.40
1765524081000,-0.48,0.83,0.47,0.72,0.95,-0.91,72.90,29.90
1765524081000,-0.74,-0.09,-0.97,0.26,-0.60,-0.33,86.50,34.70
1765524081000,-0.48,0.04,0.32,0.31,0.46,-0.49,22.70,28.80
1765524081000,-0.53,-0.02,0.86,-0.61,-0.74,0.84,70.60,28.00
1765524081000,0.19,-0.47,0.54,0.14,-0.37,-0.16,66.30,33.90
1765524081000,0.27,-0.81,0.68,0.67,-0.62,-0.67,36.40,29.30
1765524081000,0.37,-0.52,0.74,-0.65,-0.48,0.53,27.30,30.10
1765524081000,-0.97,-0.40,-0.09,-0.70,0.96,0.97,61.20,31.80
1765524081000,-0.98,0.67,0.82,-0.35,-0.97,0.98,10.70,28.00
1765524081000,0.69,-0.73,-0.03,-0.93,-0.40,-0.87,20.20,29.90
1765524081000,-0.86,0.76,0.84,-0.34,-0.19,-0.90,26.90,33.50
1765524081000,-0.78,0.60,-0.33,-0.82,0.09,-0.21,48.60,26.20
1765524081000,0.98,-0.79,0.29,-0.99,0.71,0.88,93.10,29.00
1765524081000,-0.85,0.80,-0.01,-0.73,0.94,0.02,77.60,31.00
1765524081000,-0.70,0.13,0.78,0.12,-0.25,-0.53,54.90,34.70
1765524081000,-0.92,-0.84,0.15,-0.31,-0.05,0.54,93.30,34.40
1765524082000,0.75,-0.37,-0.05,0.46,-0.97,0.79,3.80,26.90
1765524082000,0.59,-0.11,0.98,0.05,0.91,0.27,6.50,32.40
1765524082000,0.92,-0.57,-0.62,-0.33,-0.09,0.87,36.40,30.10
1765524082000,-0.97,-0.21,-0.28,-0.50,-0.67,-0.94,34.40,31.00
1765524082000,-0.79,0.92,-0.42,-0.76,0.23,-0.04,59.50,33.20
1765524082000,0.38,0.94,0.40,-0.19,0.21,-0.95,45.50,26.30
1765524082000,-0.99,-0.55,0.80,-0.08,-0.68,0.44,9.50,33.70
1765524082000,0.75,0.67,-0.62,0.61,0.73,0.34,72.10,29.60
1765524082000,0.26,0.80,0.71,-0.99,-0.72,0.66,28.40,26.80
1765524082000,0.60,0.76,-1.00,-0.67,0.81,-0.93,69.80,33.20
1765524082000,-0.47,-0.22,-0.74,-0.63,0.74,-0.27,42.50,25.20
1765524082000,0.93,-0.37,-0.37,0.18,0.97,0.84,46.50,32.60
1765524082000,0.16,-0.64,-0.23,-0.03,-0.98,0.13,1.50,26.50
1765524082000,-0.11,0.67,0.00,-0.77,0.75,0.99,35.70,33.00
1765524082000,-0.71,0.36,-0.83,-0.96,-0.91,-0.58,70.60,25.20
1765524082000,-0.43,0.21,0.21,-0.45,0.05,0.86,68.30,32.40
1765524082000,0.74,0.12,-0.77,0.28,-0.74,0.90,44.30,31.70
1765524082000,0.58,0.44,-0.10,-0.15,-0.05,-0.52,86.50,27.40
1765524082000,0.36,-0.66,0.28,0.45,-0.71,0.86,30.00,33.60
1765524082000,0.07,-0.79,-0.07,0.65,0.59,0.76,49.10,28.30
1765524083000,-0.11,0.14,-0.39,-0.33,-0.44,-0.43,88.60,26.40
1765524083000,0.53,0.77,-0.49,-0.52,0.77,-0.32,37.20,26.30
1765524083000,-0.45,-0.47,-0.90,-0.16,-0.61,0.10,77.00,34.90
1765524083000,-0.17,-0.36,-0.36,-0.58,0.92,0.55,57.50,28.30
1765524083000,-0.79,0.89,-0.48,-0.23,0.98,0.39,44.40,30.10
1765524083000,-0.32,-0.53,0.99,0.97,0.16,0.23,46.20,27.30
1765524083000,0.76,-0.28,-0.93,0.68,0.35,0.77,81.90,26.80
1765524083000,0.93,-0.17,-0.39,0.38,0.90,0.88,12.30,31.30
1765524083000,0.29,0.76,-0.60,0.27,0.15,-0.64,87.80,28.50
1765524083000,-0.16,-0.71,0.32,0.52,0.05,0.94,7.50,28.30
1765524083000,-0.82,-0.18,-0.99,0.53,-0.89,-0.80,37.20,30.70
1765524083000,-0.45,0.85,-0.05,0.97,0.25,-0.82,96.00,30.50
1765524083000,0.46,0.53,0.82,-0.39,0.89,-0.87,39.60,32.30
1765524083000,0.94,-0.20,0.77,-0.01,-0.26,-0.48,53.30,29.50
1765524083000,-0.14,-0.14,0.98,-0.02,-0.41,0.22,0.70,31.60
1765524083000,-0.41,0.02,-0.36,0.85,-0.28,-0.76,24.00,26.90
1765524083000,0.77,0.74,-0.68,0.19,0.39,-0.71,94.40,33.60
1765524083000,-0.39,0.22,0.37,0.36,0.74,-0.78,18.10,31.10
1765524083000,0.09,0.31,0.11,0.20,-0.46,0.18,78.60,26.30
1765524083000,0.72,-0.50,-0.50,-0.56,-0.73,-0.10,21.50,30.60
1765524084000,-0.83,-0.52,-0.25,0.08,-0.71,-0.80,59.40,34.00
1765524084000,-0.06,0.32,0.78,-0.32,0.54,0.11,8.10,26.50
1765524084000,-0.57,0.44,0.35,-0.51,-0.86,-0.26,31.40,33.60
1765524084000,0.24,0.65,0.83,0.03,-0.93,0.50,81.20,27.40
1765524084000,0.98,-0.13,-0.15,0.79,-0.41,-0.21,2.20,30.30
1765524084000,-0.89,0.52,0.74,0.18,-0.36,-0.93,73.30,30.90
1765524084000,0.52,-0.31,0.08,0.66,0.43,0.74,90.50,26.90
1765524084000,0.39,-0.12,-0.25,-0.01,-0.62,-0.13,27.50,33.90
1765524084000,0.26,0.60,0.20,0.86,-0.60,0.42,49.10,25.30
1765524084000,-0.53,-0.83,0.21,0.11,-0.75,-0.45,37.00,27.90
1765524084000,-0.24,-0.70,-0.05,0.71,-0.96,0.52,34.20,34.60
1765524084000,-0.60,-0.83,0.95,-0.69,0.04,-0.30,97.20,33.30
1765524084000,-0.69,-0.08,0.21,-0.77,0.87,-0.88,42.60,28.40
1765524084000,-0.70,0.48,-0.03,-0.45,-0.97,-0.33,98.40,28.10
1765524084000,-0.51,-0.69,-0.98,-0.47,0.84,0.44,34.90,32.60
1765524084000,0.14,-0.04,0.59,0.70,0.67,0.31,75.30,30.00
1765524084000,0.76,-0.26,0.73,0.63,-0.13,0.51,94.90,31.90
1765524084000,-0.01,-0.54,-0.24,-0.46,-0.35,-0.88,83.70,26.40
1765524084000,0.95,-0.61,0.67,0.31,0.36,-0.31,70.80,30.00
1765524084000,0.65,-0.81,-0.80,-0.16,0.51,0.74,3.40,27.70
1765524085000,-1.00,0.59,-0.58,-0.61,0.11,0.91,70.80,31.20
1765524085000,0.89,0.36,-0.83,-0.46,0.48,-0.46,96.80,34.60
1765524085000,-0.54,-0.13,-0.73,0.82,0.08,-0.13,63.20,32.40
1765524085000,0.07,-0.96,0.58,-0.42,0.30,0.45,93.70,28.10
1765524085000,0.04,0.79,0.70,-0.85,0.22,-0.69,17.80,31.30
1765524085000,0.67,0.47,0.17,-0.32,0.53,-0.63,36.40,30.10
1765524085000,-0.24,0.43,0.33,0.85,-0.69,0.17,81.10,28.80
1765524085000,-0.26,0.21,0.48,-0.96,-0.34,-0.63,53.50,32.10
1765524085000,0.68,-0.42,0.38,-0.58,-0.11,-0.32,30.50,30.60
1765524085000,0.67,-0.78,-0.24,-0.27,-0.89,0.92,2.40,33.70
1765524085000,0.36,0.58,-0.76,0.67,-0.73,-0.65,5.70,25.10
1765524085000,0.09,0.57,-0.42,0.75,0.46,0.93,89.80,26.40
1765524085000,-0.49,-0.63,0.56,0.40,-0.43,-0.39,54.90,27.50
1765524085000,-0.65,-0.75,-0.50,0.98,-0.82,-0.26,83.70,25.60
1765524085000,0.84,-0.38,-0.75,-0.88,-0.51,-0.66,66.50,30.80
1765524085000,0.91,0.23,0.34,-0.11,-0.31,0.84,0.30,32.20
1765524085000,0.73,0.11,0.65,-0.69,0.24,0.14,60.80,30.90
1765524085000,-0.09,-0.42,0.09,-0.39,-0.16,0.46,56.70,31.90
1765524085000,-0.92,0.92,-0.67,-0.90,0.78,-0.50,76.80,31.90
1765524085000,0.26,-0.46,-0.90,0.95,-0.61,-0.87,66.70,31.40
1765524086000,-0.24,0.84,0.95,-1.00,-0.02,0.55,11.10,29.20
1765524086000,0.65,-0.80,0.55,-0.50,0.67,-0.25,51.90,27.70
1765524086000,-0.81,0.52,0.37,0.98,0.54,-0.42,71.90,33.00
1765524086000,-0.36,0.30,-0.25,-0.45,-0.05,-0.05,42.00,32.20
1765524086000,-0.21,-0.85,0.72,0.30,0.23,-0.64,82.40,33.80
1765524086000,-0.44,0.79,0.38,0.75,-0.46,-0.43,90.30,27.60
1765524086000,0.61,0.92,-0.76,0.16,-0.50,0.43,59.60,26.50
1765524086000,-0.75,-0.76,0.70,0.21,0.19,0.90,69.30,30.00
1765524086000,0.58,-0.83,-0.20,-0.19,-0.95,-0.44,56.90,31.20
1765524086000,-0.64,0.08,0.89,-0.58,0.17,-0.56,42.00,32.90
1765524086000,-0.63,-0.56,0.47,-0.13,0.40,-0.05,95.40,31.50
1765524086000,0.19,-0.23,-0.14,0.90,-0.33,0.31,74.10,32.70
1765524086000,0.01,0.73,-0.42,0.06,0.82,0.80,96.80,26.80
1765524086000,-0.12,0.10,-0.88,0.57,0.54,-0.67,3.60,34.10
1765524086000,-0.71,0.35,-0.69,0.69,-0.69,0.37,8.70,25.20
1765524086000,-0.86,0.25,-0.07,-0.66,-0.43,0.86,1.10,30.80
1765524086000,0.11,-0.78,-0.36,-0.07,-0.98,0.85,86.30,29.20
1765524086000,-0.53,-0.24,0.99,-0.99,-0.39,0.88,34.50,29.20
1765524086000,-0.25,0.28,0.64,0.06,-0.35,-0.49,0.90,28.20
1765524086000,0.76,-0.46,-0.34,0.85,-0.60,-0.71,14.30,30.10
1765524087000,-0.97,0.60,-0.55,0.57,0.45,-0.40,75.10,34.20
1765524087000,0.36,0.03,0.45,0.49,-0.09,-0.58,34.40,26.80
1765524087000,0.70,0.08,0.77,0.88,0.59,0.38,2.00,28.50
1765524087000,0.92,-0.62,0.21,0.84,-0.81,-0.84,28.70,27.30
1765524087000,0.76,0.32,0.80,-0.27,0.45,-0.16,1.70,28.30
1765524087000,0.87,0.15,0.83,-0.22,0.57,0.27,74.80,33.00
1765524087000,-0.65,0.25,-0.32,0.46,-0.37,-0.60,63.30,30.50
1765524087000,-0.70,0.06,-0.61,-0.51,0.23,0.27,82.40,30.10
1765524087000,-0.89,0.57,-0.23,0.56,-0.59,-0.54,99.00,27.80
1765524087000,0.61,0.25,-0.42,0.19,-0.96,-0.94,15.10,34.10
1765524087000,-0.16,-0.81,0.37,0.47,-0.89,0.22,95.50,29.10
1765524087000,-0.71,0.46,-0.58,0.04,-0.27,-0.81,50.70,28.70
1765524087000,0.76,0.84,0.45,0.69,-0.69,-0.13,39.70,34.20
1765524087000,0.64,-0.93,-0.37,0.20,0.65,-0.86,51.10,29.90
1765524087000,0.85,-1.00,0.97,0.96,0.23,0.52,58.90,25.40
1765524087000,-0.02,-0.68,-0.92,0.24,-0.97,0.15,31.30,32.90
1765524087000,-0.48,-0.90,0.00,-0.17,-0.50,-0.51,82.70,26.40
1765524087000,-0.44,-0.09,-0.13,-0.79,-0.43,0.98,82.30,29.30
1765524087000,0.51,-0.80,0.91,-0.74,0.24,0.81,33.00,32.40
1765524087000,0.65,-0.10,-0.50,0.68,-0.95,0.63,69.90,25.90
1765524088000,0.26,0.99,-0.08,0.76,-0.52,0.20,34.20,30.60
1765524088000,0.63,-0.71,-0.23,0.72,0.80,0.00,56.70,28.10
1765524088000,-0.28,0.59,0.57,0.48,-0.08,-0.61,12.30,25.90
1765524088000,0.29,0.73,0.29,-0.14,-0.11,-0.72,89.60,26.50
1765524088000,0.79,0.88,0.43,0.79,-0.40,-0.15,23.50,32.50
1765524088000,-0.33,-0.36,0.48,-0.53,0.17,0.15,93.00,33.90
1765524088000,-0.74,-0.61,-0.10,0.18,-0.22,-0.87,67.90,25.70
1765524088000,0.38,-0.92,-0.55,-0.73,-0.64,0.41,39.40,31.70
1765524088000,-0.18,0.37,0.46,-0.06,0.75,0.81,7.00,34.40
1765524088000,-0.54,0.70,0.93,0.63,-0.63,0.23,50.40,31.40
1765524088000,0.62,0.94,0.34,0.92,0.59,-0.86,59.90,34.80
1765524088000,-0.78,0.96,0.25,-0.89,0.38,-0.28,57.80,32.20
1765524088000,0.61,0.25,-0.34,0.36,-0.42,-0.12,28.20,25.40
1765524088000,-0.42,-0.25,-0.81,-0.52,0.98,0.24,31.20,26.20
1765524088000,-0.30,0.98,0.04,-0.70,-0.88,-0.45,52.80,33.70
1765524088000,-0.48,-0.95,0.50,0.42,-0.71,0.28,71.40,34.10
1765524088000,-0.95,0.32,0.27,-0.36,-0.79,0.62,92.00,28.10
1765524088000,-0.63,0.40,-0.21,0.88,-0.84,0.91,5.20,28.80
1765524088000,0.42,0.09,-0.32,0.06,0.16,0.48,29.30,27.00
1765524088000,0.06,0.95,-0.38,0.35,-0.24,0.28,92.60,33.10
1765524089000,-0.39,-0.94,-0.03,-0.66,0.68,0.70,66.50,25.50
1765524089000,-0.38,0.45,0.45,-0.22,-0.12,0.98,91.60,28.00
1765524089000,0.07,0.37,0.37,-0.77,-0.15,0.82,94.40,29.30
1765524089000,0.78,0.58,-0.21,-0.46,-0.13,0.57,88.70,25.00
1765524089000,0.63,0.37,0.34,-0.17,0.07,0.99,4.10,31.90
1765524089000,-0.04,0.86,0.99,0.85,0.84,-0.33,16.70,29.30
1765524089000,-0.96,0.04,-0.81,-0.58,-0.61,0.15,18.50,26.70
1765524089000,-0.27,-0.84,-0.77,0.12,0.74,0.10,21.20,33.90
1765524089000,-0.53,-0.02,0.73,0.54,-0.02,-0.86,27.50,29.60
1765524089000,-1.00,-0.26,0.31,0.37,0.42,-0.49,53.20,34.80
1765524089000,0.55,0.51,0.40,0.46,-0.34,-0.22,96.30,29.00
1765524089000,-0.54,0.86,-0.96,-0.80,-0.51,-0.83,66.20,34.60
1765524089000,-0.33,-0.65,-0.97,0.65,-0.99,-0.70,46.40,30.30
1765524089000,0.05,0.95,-0.58,0.99,-0.54,0.75,9.70,30.40
1765524089000,0.26,0.90,0.00,0.93,-0.32,-0.84,88.50,26.40
1765524089000,0.54,-0.11,-0.13,-0.97,-0.42,0.49,45.20,27.60
1765524089000,0.36,-0.93,-0.57,-0.11,-0.63,0.07,39.40,34.40
1765524089000,-0.45,-0.63,-0.07,-0.47,-0.88,0.43,15.90,34.00
1765524089000,0.33,-0.88,-0.65,0.53,0.80,0.20,61.90,28.40
1765524090000,0.62,0.06,-0.10,0.72,-0.93,-0.06,85.00,34.50
1765524090000,0.01,-0.06,0.36,-0.10,0.53,0.31,73.70,31.00
1765524090000,0.68,0.82,-0.86,0.32,0.25,0.25,2.20,26.00
1765524090000,0.37,-0.42,0.15,0.17,0.30,0.35,20.40,29.40
1765524090000,0.93,-0.06,-0.83,-0.99,0.40,-0.33,4.80,29.10
1765524090000,0.13,0.85,-0.17,-0.81,0.16,-0.80,33.10,28.60
1765524090000,0.55,-0.03,0.68,-0.68,-0.77,0.42,64.30,26.20
1765524090000,-1.00,0.58,-0.70,-0.17,-0.55,0.86,32.70,28.90
1765524090000,-0.20,-0.04,0.92,-0.80,0.16,-0.60,61.30,33.10
1765524090000,0.77,-0.52,0.52,-0.55,-0.79,-0.16,3.30,32.60
1765524090000,0.81,-0.99,-0.92,-0.96,-0.04,-0.97,31.70,29.80
1765524090000,0.14,-0.01,0.31,0.59,-0.15,-0.89,99.80,26.70
1765524090000,-0.41,0.90,-0.11,0.27,0.83,-0.46,30.90,26.20
1765524090000,0.02,-0.39,0.58,-0.25,-0.03,0.43,5.10,32.90
1765524090000,-0.03,-0.88,-0.65,0.93,-0.85,0.04,84.10,27.90
1765524090000,-0.97,0.73,-0.11,-0.60,0.36,-0.61,95.70,34.50
1765524090000,-0.70,-0.54,0.23,0.65,-0.48,0.84,7.70,30.50
1765524090000,0.97,0.87,-0.70,-0.05,0.31,-0.66,12.60,27.80
1765524090000,0.98,0.61,-0.79,0.65,-0.34,-0.86,44.70,31.90
1765524090000,0.87,-0.12,0.10,-0.25,0.27,-0.81,27.10,25.90
1765524091000,-0.82,0.46,-0.26,-0.30,0.30,0.04,22.50,32.90
1765524091000,-0.57,-0.92,0.74,0.74,0.94,0.00,75.40,29.40
1765524091000,-0.38,0.27,0.09,-0.20,0.42,0.56,94.90,33.10
1765524091000,-0.56,-0.89,0.57,0.72,0.83,0.80,3.30,25.10
1765524091000,0.26,0.08,-0.29,-0.92,0.64,-0.51,68.70,25.70
1765524091000,-0.91,-0.86,0.34,0.55,0.14,-0.12,49.90,27.80
1765524091000,0.68,0.60,-0.92,0.10,0.17,0.10,19.10,26.30
1765524091000,-0.27,0.00,-0.63,-0.44,-0.20,-0.29,25.70,30.80
1765524091000,0.31,-0.19,0.18,-0.05,0.30,0.58,90.20,34.10
1765524091000,0.72,0.88,-0.54,-0.62,-0.23,-0.03,11.90,29.50
1765524091000,-0.43,0.27,0.07,0.74,0.89,-0.50,68.80,31.30
1765524091000,0.51,-0.23,0.19,0.83,0.48,0.29,69.40,32.90
1765524091000,-0.90,-0.88,0.26,0.40,0.22,0.81,38.30,34.40
1765524091000,0.69,-0.71,-0.15,-0.54,0.26,-0.96,44.30,33.30
1765524091000,-0.17,0.02,0.10,-0.27,0.53,0.50,53.60,30.60
1765524091000,-0.73,-0.93,-0.61,0.28,0.36,-0.15,0.70,29.60
1765524091000,-0.50,0.34,-0.62,0.72,-0.33,-0.79,61.90,28.60
1765524091000,-0.98,0.04,-0.17,0.28,-0.40,-0.22,46.40,29.30
1765524091000,0.81,0.26,0.68,-0.14,-0.24,0.04,54.20,30.50
1765524091000,0.12,0.33,0.83,-0.52,-0.81,0.43,19.50,31.90
1765524092000,-0.71,0.85,0.93,-0.04,-0.93,-0.88,73.20,25.90
1765524092000,-0.32,0.67,-0.10,-0.20,0.98,0.54,77.60,32.90
1765524092000,-0.68,0.44,-0.83,-0.40,-0.51,0.59,71.50,26.30
1765524092000,-0.56,-0.49,0.13,-0.85,0.94,0.08,68.40,27.30
1765524092000,-0.54,-0.70,0.19,-0.47,0.94,-0.97,6.20,26.50
1765524092000,0.71,0.04,-0.05,0.69,-0.42,-0.29,50.00,29.20
1765524092000,-0.84,0.17,0.02,-0.83,-0.72,0.70,28.20,32.20
1765524092000,-0.79,0.95,-0.12,-0.85,-0.44,0.24,63.80,25.20
1765524092000,0.06,0.09,0.55,0.01,0.12,0.69,11.60,28.50
1765524092000,-0.26,0.63,-0.96,-0.16,-0.65,-0.44,92.70,25.30
1765524092000,0.73,-0.71,0.72,0.53,0.99,-0.46,37.80,32.20
1765524092000,-0.51,-0.82,0.87,0.05,-0.06,0.77,40.70,25.10
1765524092000,-0.62,0.14,-0.46,0.03,-0.16,0.22,73.80,30.80
1765524092000,-0.15,0.43,-0.58,-0.28,0.51,0.21,7.50,27.50
1765524092000,0.03,-0.53,-0.70,-0.46,-0.47,-0.92,82.70,25.30
1765524092000,-0.74,-0.86,-0.92,-0.27,0.44,0.68,27.40,33.20
1765524092000,-0.18,-0.20,-0.15,0.66,-0.98,-0.76,47.60,33.70
1765524092000,0.19,-0.29,0.60,-0.30,0.92,0.87,34.70,34.50
1765524092000,0.87,0.30,0.02,-0.60,0.38,0.29,49.50,26.70
1765524092000,-0.05,0.04,0.90,-0.61,-0.76,-0.84,17.40,25.60
1765524093000,-0.04,-0.41,-0.27,-0.02,-0.65,0.01,33.70,25.60
1765524093000,0.72,-0.51,0.29,0.65,-0.63,-0.24,41.20,32.60
1765524093000,-0.94,0.14,-0.84,-0.03,0.95,0.12,1.40,34.10
1765524093000,0.68,0.56,0.30,0.92,0.24,-0.44,85.00,27.00
1765524093000,0.16,-0.25,-0.30,0.03,0.77,-0.93,21.00,29.90
1765524093000,-0.43,0.39,-0.34,-0.54,0.67,-0.69,22.20,27.60
1765524093000,0.45,0.90,-0.77,0.41,-0.46,0.89,38.40,32.40
1765524093000,-0.03,-0.34,0.18,-0.79,0.23,0.69,79.30,34.10
1765524093000,-0.56,-0.37,-0.06,0.73,-0.78,0.04,92.30,28.10
1765524093000,0.95,0.41,-0.23,0.63,0.72,-0.49,64.10,32.00
1765524093000,0.94,-0.36,0.63,-0.52,-0.95,0.47,57.50,30.40
1765524093000,-0.87,-0.07,-0.25,-0.12,-0.38,-0.32,87.90,30.90
1765524093000,-0.17,0.74,-0.68,0.05,-0.70,0.07,93.70,27.60
1765524093000,-0.51,0.66,0.41,0.73,0.70,0.82,24.30,31.40
1765524093000,0.98,-0.94,0.64,0.55,0.53,0.39,40.90,26.90
1765524093000,-0.67,-0.64,-0.93,-0.53,-0.44,-0.61,85.80,28.90
1765524093000,-0.87,-0.57,0.96,0.95,0.50,-0.15,77.30,30.10
1765524093000,-0.48,0.14,0.25,-0.78,-0.52,0.68,73.80,34.80
1765524093000,0.27,0.02,0.05,-0.68,-0.58,-0.34,75.10,27.70
1765524093000,0.02,0.11,-0.26,0.10,0.50,-0.15,80.10,26.50
1765524094000,0.28,0.98,0.10,-0.22,-0.65,-0.64,98.20,28.90
1765524094000,0.50,0.07,-0.87,0.51,-0.73,0.51,50.10,30.40
1765524094000,-0.46,-0.93,0.87,-0.04,-0.75,-0.10,7.50,27.80
1765524094000,-0.99,0.01,0.90,0.03,0.86,0.92,57.00,26.40
1765524094000,0.42,-0.19,0.45,0.77,0.17,-0.21,1.70,26.90
1765524094000,0.86,-0.70,0.22,0.65,0.34,0.76,92.00,33.80
1765524094000,0.35,-0.41,-0.64,0.60,0.49,0.11,64.00,25.30
1765524094000,-0.88,-0.69,0.58,0.51,0.75,0.29,81.70,26.70
1765524094000,0.62,0.14,-0.54,-0.69,0.93,-0.37,80.20,32.90
1765524094000,-0.54,0.25,-0.03,0.32,-0.47,0.69,52.00,33.80
1765524094000,-0.72,0.08,0.48,0.29,-0.81,0.41,58.40,33.30
1765524094000,0.72,0.43,-0.14,-0.01,-0.28,0.04,41.60,28.40
1765524094000,-0.82,-0.38,-0.83,-0.88,-0.22,-0.81,54.30,32.60
1765524094000,-0.04,-0.60,-0.92,0.49,-0.91,-0.20,93.70,33.90
1765524094000,0.88,-0.62,0.19,0.59,0.79,0.03,49.40,25.30
1765524094000,0.98,0.81,-0.98,-0.30,-0.15,0.70,65.60,25.30
1765524094000,-0.68,-0.27,-0.33,-0.38,-0.55,-0.89,29.00,29.10
1765524094000,-0.97,-0.02,-0.09,0.65,0.30,-0.72,75.40,26.80
1765524094000,-0.82,-0.75,-0.23,0.49,-0.19,0.24,5.20,32.90
1765524094000,0.05,-0.94,0.02,0.90,0.76,0.10,64.50,31.10
1765524095000,0.36,0.13,-0.77,0.81,0.24,-0.34,52.20,32.90
1765524095000,0.64,0.65,-0.56,-0.53,0.46,0.99,76.50,31.40
1765524095000,-0.76,0.95,0.14,-0.43,0.19,0.18,33.70,32.60
1765524095000,0.25,0.91,0.66,0.01,-0.47,0.63,26.20,33.90
1765524095000,-0.24,-0.62,0.22,0.52,0.04,0.97,63.20,27.00
1765524095000,0.62,-0.24,-0.33,0.08,-0.73,0.85,42.50,25.40
1765524095000,0.32,0.39,-0.39,-0.97,-0.91,0.50,37.90,28.40
1765524095000,0.41,-0.03,0.88,0.95,-0.40,-0.98,13.60,28.70
1765524095000,0.92,-0.41,-0.59,-0.04,-0.44,-0.27,26.90,26.80
1765524095000,0.02,-0.12,-0.21,0.29,-0.75,0.04,33.30,25.90
1765524095000,0.95,0.95,0.12,-0.96,-0.03,-0.57,49.10,28.90
1765524095000,0.40,-0.21,0.86,0.53,-0.67,-0.26,84.20,27.60
1765524095000,0.33,-0.17,-0.26,0.41,0.09,-0.05,71.20,26.10
1765524095000,0.36,0.91,0.40,0.61,-0.53,-0.74,27.10,29.20
1765524095000,0.73,0.35,0.98,-0.30,0.79,-0.11,66.10,32.10
1765524095000,0.20,0.99,-0.76,0.54,-0.26,-0.34,93.20,30.90
1765524095000,0.50,0.58,0.01,-0.41,-0.46,0.65,22.20,34.00
1765524095000,0.08,0.14,0.51,0.55,0.40,0.74,34.90,26.30
1765524095000,0.10,0.47,0.36,-0.59,-0.63,0.97,71.20,30.70
1765524095000,0.97,-0.11,-0.37,-0.77,0.55,0.95,58.20,30.70
1765524096000,0.54,-0.65,-0.32,0.60,-1.00,-0.58,15.00,25.80
1765524096000,0.57,-0.47,-0.85,-0.03,-0.72,0.64,96.30,34.00
1765524096000,0.12,-0.01,-0.17,0.49,-0.04,0.95,85.80,29.50
1765524096000,-0.64,0.22,-0.32,0.92,-0.31,-0.97,20.10,27.30
1765524096000,-0.62,-0.78,0.83,-0.61,-0.36,-0.15,9.90,27.10
